task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,82.24479797979798,29.39599871533695,29.39599871533695,10.75183983108493,10.75183983108493
object_detection,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,43.83671782762692,24.766666666666666,24.766666666666666,13.136808309290592,13.136808309290592
question_answering,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,44.84616504707414,16.48738456672992,16.48738456672992,5.019960935328797,5.019960935328797
speech_recognition,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,584.8080519480519,192.40277777777777,192.40277777777777,22.01540953844961,22.01540953844961
