task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1
image_classification,76.42155315444789,76.42155315444789,27.555120493541544,9.76193831103083
object_detection,34.5459084542908,34.5459084542908,19.35519756838906,11.058000178171191
question_answering,41.17639083139083,41.17639083139083,15.264877630183625,4.448074776340523
speech_recognition,567.9302747252748,567.9302747252748,183.51479532163745,21.257711440767746
