task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2
image_classification,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,112.91620474512474,28.224538805491797,28.224538805491797
object_detection,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,47.97474154354418,19.487624071475405,19.487624071475405
question_answering,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,57.229835856890006,15.775425739456399,15.775425739456399
speech_recognition,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,786.2083762139134,186.40196056836663,186.40196056836663
