task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,84.44765762786596,31.86772524482243,31.86772524482243,31.86772524482243,10.438473548304179,10.438473548304179
object_detection,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,44.52334258334258,24.46588389852322,24.46588389852322,24.46588389852322,13.199980274053257,13.199980274053257
question_answering,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,46.348232323232324,16.191106315883406,16.191106315883406,16.191106315883406,5.011091991992033,5.011091991992033
speech_recognition,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,625.8047619047619,193.94360297110296,193.94360297110296,193.94360297110296,21.384162066652525,21.384162066652525
