task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,77.82936355311355,77.82936355311355,77.82936355311355,77.82936355311355,77.82936355311355,77.82936355311355,27.757086120853756,27.757086120853756,9.923574450858775
object_detection,38.14083046583046,38.14083046583046,38.14083046583046,38.14083046583046,38.14083046583046,38.14083046583046,20.24682706143786,20.24682706143786,11.84002144260128
question_answering,42.4343487068487,42.4343487068487,42.4343487068487,42.4343487068487,42.4343487068487,42.4343487068487,16.94103172426702,16.94103172426702,4.689563781717067
speech_recognition,576.1950757575758,576.1950757575758,576.1950757575758,576.1950757575758,576.1950757575758,576.1950757575758,187.24268823768824,187.24268823768824,21.486932773109242
