task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,186.70657054123544,186.70657054123544,186.70657054123544,186.70657054123544,186.70657054123544,27.622391299909253,27.622391299909253,27.622391299909253,27.622391299909253
object_detection,68.94220714792455,68.94220714792455,68.94220714792455,68.94220714792455,68.94220714792455,19.54848729808038,19.54848729808038,19.54848729808038,19.54848729808038
question_answering,92.13479747930387,92.13479747930387,92.13479747930387,92.13479747930387,92.13479747930387,15.569297196631712,15.569297196631712,15.569297196631712,15.569297196631712
speech_recognition,1263.2388207774338,1263.2388207774338,1263.2388207774338,1263.2388207774338,1263.2388207774338,186.24032272544443,186.24032272544443,186.24032272544443,186.24032272544443
