task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.73359668109667,80.73359668109667,80.73359668109667,80.73359668109667,80.73359668109667,80.73359668109667,30.26843704283333,30.26843704283333,30.26843704283333,10.633829051462396,10.633829051462396
object_detection,40.95012025012025,40.95012025012025,40.95012025012025,40.95012025012025,40.95012025012025,40.95012025012025,23.725178582682396,23.725178582682396,23.725178582682396,12.662541287325212,12.662541287325212
question_answering,44.51792688792689,44.51792688792689,44.51792688792689,44.51792688792689,44.51792688792689,44.51792688792689,18.233638273491216,18.233638273491216,18.233638273491216,4.880572295650203,4.880572295650203
speech_recognition,582.0779365079364,582.0779365079364,582.0779365079364,582.0779365079364,582.0779365079364,582.0779365079364,195.7319536334552,195.7319536334552,195.7319536334552,21.988768847634027,21.988768847634027
