task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.8944742063492,81.8944742063492,81.8944742063492,81.8944742063492,81.8944742063492,81.8944742063492,81.8944742063492,81.8944742063492,31.65554190907132,11.290375286025053,11.290375286025053,11.290375286025053
object_detection,47.59550595238095,47.59550595238095,47.59550595238095,47.59550595238095,47.59550595238095,47.59550595238095,47.59550595238095,47.59550595238095,30.02062834224599,13.493450782478973,13.493450782478973,13.493450782478973
question_answering,46.590158730158734,46.590158730158734,46.590158730158734,46.590158730158734,46.590158730158734,46.590158730158734,46.590158730158734,46.590158730158734,16.65312693498452,5.347790907823318,5.347790907823318,5.347790907823318
speech_recognition,580.7741666666667,580.7741666666667,580.7741666666667,580.7741666666667,580.7741666666667,580.7741666666667,580.7741666666667,580.7741666666667,183.43201465201463,22.32592760142153,22.32592760142153,22.32592760142153
