task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,81.24277056277056,31.447353479853483,31.447353479853483,31.447353479853483,11.180259321777669,11.180259321777669
object_detection,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,45.34469910897184,27.646599548255892,27.646599548255892,27.646599548255892,13.420317953355754,13.420317953355754
question_answering,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,44.2568041453496,16.80136837725174,16.80136837725174,16.80136837725174,5.009033192000828,5.009033192000828
speech_recognition,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,585.7553246753247,194.63119047619048,194.63119047619048,194.63119047619048,22.39536456631186,22.39536456631186
