task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.08511337868481,80.08511337868481,80.08511337868481,80.08511337868481,80.08511337868481,80.08511337868481,80.08511337868481,10.030175984181136,10.030175984181136
object_detection,40.628026180169044,40.628026180169044,40.628026180169044,40.628026180169044,40.628026180169044,40.628026180169044,40.628026180169044,12.239349821827826,12.239349821827826
question_answering,44.0902305630877,44.0902305630877,44.0902305630877,44.0902305630877,44.0902305630877,44.0902305630877,44.0902305630877,4.940717071870914,4.940717071870914
speech_recognition,577.162074829932,577.162074829932,577.162074829932,577.162074829932,577.162074829932,577.162074829932,577.162074829932,21.30480027728859,21.30480027728859
