task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.6534312909313,77.6534312909313,77.6534312909313,77.6534312909313,9.895191536451714,9.895191536451714
object_detection,36.61270290167349,36.61270290167349,36.61270290167349,36.61270290167349,11.916418181551558,11.916418181551558
question_answering,43.606884920634926,43.606884920634926,43.606884920634926,43.606884920634926,4.701505379094073,4.701505379094073
speech_recognition,576.2840277777777,576.2840277777777,576.2840277777777,576.2840277777777,21.317740699150818,21.317740699150818
