task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,80.52114285714286,80.52114285714286,80.52114285714286,80.52114285714286,80.52114285714286,80.52114285714286,31.23837206094559,31.23837206094559,11.608329540730097,11.608329540730097,11.608329540730097
object_detection,44.59119047619048,44.59119047619048,44.59119047619048,44.59119047619048,44.59119047619048,44.59119047619048,27.40585055553322,27.40585055553322,13.772460115640424,13.772460115640424,13.772460115640424
question_answering,44.27440476190476,44.27440476190476,44.27440476190476,44.27440476190476,44.27440476190476,44.27440476190476,18.051576086956523,18.051576086956523,5.175710808929018,5.175710808929018,5.175710808929018
speech_recognition,583.6016666666667,583.6016666666667,583.6016666666667,583.6016666666667,583.6016666666667,583.6016666666667,185.40059523809524,185.40059523809524,22.940484870369797,22.940484870369797,22.940484870369797
