task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,81.44514438031105,11.138257413635285,11.138257413635285,11.138257413635285
object_detection,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,44.016734126984126,13.523959955723797,13.523959955723797,13.523959955723797
question_answering,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,43.597170514670516,5.245740337924586,5.245740337924586,5.245740337924586
speech_recognition,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,580.7093333333332,22.31699553267753,22.31699553267753,22.31699553267753
