task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,31.24331440210117,31.24331440210117,31.24331440210117,31.24331440210117,11.273873272187592,11.273873272187592,11.273873272187592
object_detection,27.601616775896964,27.601616775896964,27.601616775896964,27.601616775896964,13.627440959203227,13.627440959203227,13.627440959203227
question_answering,16.95977287418464,16.95977287418464,16.95977287418464,16.95977287418464,5.033805720946124,5.033805720946124,5.033805720946124
speech_recognition,192.89152985902984,192.89152985902984,192.89152985902984,192.89152985902984,22.286781479734827,22.286781479734827,22.286781479734827
