task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.92761904761906,10.25563310692456,10.25563310692456,10.25563310692456
object_detection,39.347142857142856,12.168604086001812,12.168604086001812,12.168604086001812
question_answering,41.63809523809524,4.9855626435568094,4.9855626435568094,4.9855626435568094
speech_recognition,570.6209523809524,21.69696429126048,21.69696429126048,21.69696429126048
