task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,27.979259968515937,27.979259968515937,27.979259968515937,9.74051760554828
object_detection,19.811680238754825,19.811680238754825,19.811680238754825,11.356851132321975
question_answering,15.326683793243797,15.326683793243797,15.326683793243797,4.438207809564308
speech_recognition,184.65770162317125,184.65770162317125,184.65770162317125,21.346618663229414
