task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.50564935064935,77.50564935064935,30.07503714570409,30.07503714570409,30.07503714570409,30.07503714570409,9.930521441106922,9.930521441106922
object_detection,37.9487987012987,37.9487987012987,22.90930721368415,22.90930721368415,22.90930721368415,22.90930721368415,11.836988517715756,11.836988517715756
question_answering,41.03452380952381,41.03452380952381,16.175235760971056,16.175235760971056,16.175235760971056,16.175235760971056,5.018410472796385,5.018410472796385
speech_recognition,569.4619047619047,569.4619047619047,193.81084525038085,193.81084525038085,193.81084525038085,193.81084525038085,21.058393863592364,21.058393863592364
