task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.47525252525253,78.47525252525253,78.47525252525253,30.02662338435558,30.02662338435558,9.780213745485387,9.780213745485387
object_detection,36.35522366522366,36.35522366522366,36.35522366522366,22.527499552047537,22.527499552047537,11.754033357646142,11.754033357646142
question_answering,42.9915873015873,42.9915873015873,42.9915873015873,15.647163392163392,15.647163392163392,4.755641270028197,4.755641270028197
speech_recognition,578.1690476190477,578.1690476190477,578.1690476190477,191.1463892127824,191.1463892127824,21.439919644818552,21.439919644818552
