task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,75.8855894105894,9.543765497849083,9.543765497849083
object_detection,35.40428571428571,11.190498212930581,11.190498212930581
question_answering,41.4741391941392,4.513539136517387,4.513539136517387
speech_recognition,569.791111111111,20.909283441063526,20.909283441063526
