task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,78.39869047619047,78.39869047619047,34.442592615717615,34.442592615717615,34.442592615717615,34.442592615717615,11.7262493506787,11.7262493506787,11.7262493506787
object_detection,43.71944444444445,43.71944444444445,28.743806291747468,28.743806291747468,28.743806291747468,28.743806291747468,14.836229485808431,14.836229485808431,14.836229485808431
question_answering,45.942803030303025,45.942803030303025,16.372507407229108,16.372507407229108,16.372507407229108,16.372507407229108,5.459187226371084,5.459187226371084,5.459187226371084
speech_recognition,570.3149999999999,570.3149999999999,191.64281817855348,191.64281817855348,191.64281817855348,191.64281817855348,22.51448302717611,22.51448302717611,22.51448302717611
