task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,g4dn.xlarge-1
image_classification,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,79.53535436785437,28.779444444444447,9.46906699101935
object_detection,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,40.07702804385157,20.59902097902098,11.271094455752603
question_answering,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,43.27124223222598,15.16311858076564,4.667916498109243
speech_recognition,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,577.2338686868686,194.53792592592592,21.27124623110309
