task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,79.82655477855478,79.82655477855478,79.82655477855478,79.82655477855478,79.82655477855478,28.227422773956885,28.227422773956885,28.227422773956885,28.227422773956885,10.124354146735374
object_detection,37.67215195915196,37.67215195915196,37.67215195915196,37.67215195915196,37.67215195915196,21.424686004941424,21.424686004941424,21.424686004941424,21.424686004941424,11.62043329934664
question_answering,42.66992762792763,42.66992762792763,42.66992762792763,42.66992762792763,42.66992762792763,16.31876078310785,16.31876078310785,16.31876078310785,16.31876078310785,4.654714032214033
speech_recognition,577.1546825396825,577.1546825396825,577.1546825396825,577.1546825396825,577.1546825396825,187.55922760238323,187.55922760238323,187.55922760238323,187.55922760238323,21.72379191755079
