task_type,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,9.769521814804264,9.769521814804264,9.769521814804264
object_detection,11.491860517669583,11.491860517669583,11.491860517669583
question_answering,4.839578181767117,4.839578181767117,4.839578181767117
speech_recognition,21.5459922307863,21.5459922307863,21.5459922307863
