task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,79.77147364540221,79.77147364540221,79.77147364540221,79.77147364540221,79.77147364540221,79.77147364540221,79.77147364540221,28.656980198862925,28.656980198862925,28.656980198862925,9.68641306375331
object_detection,39.58914553700268,39.58914553700268,39.58914553700268,39.58914553700268,39.58914553700268,39.58914553700268,39.58914553700268,22.125731111280647,22.125731111280647,22.125731111280647,11.337182588249291
question_answering,43.039651399021146,43.039651399021146,43.039651399021146,43.039651399021146,43.039651399021146,43.039651399021146,43.039651399021146,16.122393049016743,16.122393049016743,16.122393049016743,4.469800376475004
speech_recognition,577.3025736961451,577.3025736961451,577.3025736961451,577.3025736961451,577.3025736961451,577.3025736961451,577.3025736961451,188.2156128364389,188.2156128364389,188.2156128364389,21.73050975782675
