task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1,g4dn.xlarge-1
image_classification,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,80.61447770483485,32.20369924193454,10.215393136399081
object_detection,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,41.965051863341344,22.835541795665637,11.969855538294643
question_answering,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,43.787401963116245,15.52860805860806,4.784673580966331
speech_recognition,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,581.8878117913832,187.10765627287367,22.120247901291698
