task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,77.34603217044393,77.34603217044393,28.372578507303366,28.372578507303366,9.725297610700292
object_detection,34.450879675879676,34.450879675879676,19.902713847310622,19.902713847310622,11.423548184770192
question_answering,40.199403929403935,40.199403929403935,15.810094044688558,15.810094044688558,4.477570223754379
speech_recognition,568.975,568.975,185.15412455656244,185.15412455656244,21.45870303487858
