task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.07660293410294,81.07660293410294,81.07660293410294,81.07660293410294,81.07660293410294,81.07660293410294,28.515230973876488,28.515230973876488,10.274721420804973,10.274721420804973
object_detection,40.75882987382987,40.75882987382987,40.75882987382987,40.75882987382987,40.75882987382987,40.75882987382987,22.6827230247206,22.6827230247206,12.091867920725075,12.091867920725075
question_answering,43.07739084989085,43.07739084989085,43.07739084989085,43.07739084989085,43.07739084989085,43.07739084989085,18.207778557647316,18.207778557647316,4.701248594023466,4.701248594023466
speech_recognition,576.9135714285715,576.9135714285715,576.9135714285715,576.9135714285715,576.9135714285715,576.9135714285715,186.6920644134847,186.6920644134847,21.443278774496367,21.443278774496367
