task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,81.08038888888889,28.997897950003214,28.997897950003214,10.500503621429676,10.500503621429676
object_detection,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,43.77999206349206,23.736822808833676,23.736822808833676,12.751520779459412,12.751520779459412
question_answering,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,43.402214507714504,16.488513589280853,16.488513589280853,5.033551705273049,5.033551705273049
speech_recognition,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,580.8824761904763,200.5321510270775,200.5321510270775,21.59554338720833,21.59554338720833
