task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,82.94328042328041,33.06969696969697,33.06969696969697,10.759015615027675,10.759015615027675
object_detection,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,45.64889892514893,28.019906759906764,28.019906759906764,12.924348876262309,12.924348876262309
question_answering,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,44.31444564694565,16.525900178253117,16.525900178253117,4.991739131562759,4.991739131562759
speech_recognition,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,585.5807142857144,193.48523971126912,193.48523971126912,22.284244275910943,22.284244275910943
