task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,78.48166666666665,31.59410779126465,31.59410779126465,31.59410779126465,11.117452519654973,11.117452519654973,11.117452519654973
object_detection,42.70166666666667,25.57308635245841,25.57308635245841,25.57308635245841,13.24667378258878,13.24667378258878,13.24667378258878
question_answering,41.687777777777775,17.050645465645466,17.050645465645466,17.050645465645466,5.105427562109691,5.105427562109691,5.105427562109691
speech_recognition,569.76,193.46667471417473,193.46667471417473,193.46667471417473,21.87553043497911,21.87553043497911,21.87553043497911
