task_type,t2.large-1,t2.large-2,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.80380952380952,77.80380952380952,27.846570341423284,10.587234504185485,10.587234504185485,10.587234504185485
object_detection,38.61630952380953,38.61630952380953,23.719091847265222,12.68125843201476,12.68125843201476,12.68125843201476
question_answering,42.1625,42.1625,16.53994588744589,4.957351978800724,4.957351978800724,4.957351978800724
speech_recognition,567.6038095238094,567.6038095238094,181.78627450980392,21.986781103189088,21.986781103189088,21.986781103189088
