task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,79.41778631091132,27.808630524998343,27.808630524998343,27.808630524998343,27.808630524998343
object_detection,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,39.572456283969444,21.032711907160632,21.032711907160632,21.032711907160632,21.032711907160632
question_answering,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,43.72412262437997,15.645991621849365,15.645991621849365,15.645991621849365,15.645991621849365
speech_recognition,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,581.8290909090908,194.9296143383719,194.9296143383719,194.9296143383719,194.9296143383719
