task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,83.24738095238095,83.24738095238095,83.24738095238095,83.24738095238095,83.24738095238095,83.24738095238095,83.24738095238095,33.63515873015873,33.63515873015873,11.416508208145292,11.416508208145292,11.416508208145292
object_detection,46.96300758765044,46.96300758765044,46.96300758765044,46.96300758765044,46.96300758765044,46.96300758765044,46.96300758765044,30.961848919054802,30.961848919054802,13.86948447837024,13.86948447837024,13.86948447837024
question_answering,45.27163986806844,45.27163986806844,45.27163986806844,45.27163986806844,45.27163986806844,45.27163986806844,45.27163986806844,18.783391053391053,18.783391053391053,5.209527073527976,5.209527073527976,5.209527073527976
speech_recognition,582.2995238095239,582.2995238095239,582.2995238095239,582.2995238095239,582.2995238095239,582.2995238095239,582.2995238095239,194.94019314019314,194.94019314019314,22.476334634737594,22.476334634737594,22.476334634737594
