task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2
image_classification,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,124.4663831499051,27.336629515442542,27.336629515442542
object_detection,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,53.411866177512856,19.309112878077187,19.309112878077187
question_answering,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,62.699532506308095,15.584601009211994,15.584601009211994
speech_recognition,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,890.8225254647314,186.08952519235487,186.08952519235487
