task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,78.73569444444445,78.73569444444445,78.73569444444445,78.73569444444445,30.29475542044192,30.29475542044192,30.29475542044192,9.961453790072515,9.961453790072515
object_detection,37.77843614718615,37.77843614718615,37.77843614718615,37.77843614718615,22.708571366215732,22.708571366215732,22.708571366215732,11.900584678226428,11.900584678226428
question_answering,43.61796176046177,43.61796176046177,43.61796176046177,43.61796176046177,16.220088522588522,16.220088522588522,16.220088522588522,4.750425912272464,4.750425912272464
speech_recognition,577.1199404761904,577.1199404761904,577.1199404761904,577.1199404761904,188.4594610709781,188.4594610709781,188.4594610709781,21.200779264189723,21.200779264189723
