task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,210.86591641165515,210.86591641165515,210.86591641165515,210.86591641165515,27.605318421689997,27.605318421689997,27.605318421689997,27.605318421689997
object_detection,79.81269630245056,79.81269630245056,79.81269630245056,79.81269630245056,19.42701861746247,19.42701861746247,19.42701861746247,19.42701861746247
question_answering,96.23095373838407,96.23095373838407,96.23095373838407,96.23095373838407,15.510264809831568,15.510264809831568,15.510264809831568,15.510264809831568
speech_recognition,1432.5941711816306,1432.5941711816306,1432.5941711816306,1432.5941711816306,186.19737002154517,186.19737002154517,186.19737002154517,186.19737002154517
