task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.68672294372294,81.68672294372294,81.68672294372294,81.68672294372294,81.68672294372294,28.767822748716714,28.767822748716714,11.390281070206703,11.390281070206703,11.390281070206703
object_detection,41.644380952380956,41.644380952380956,41.644380952380956,41.644380952380956,41.644380952380956,27.054305549971183,27.054305549971183,13.68634624152235,13.68634624152235,13.68634624152235
question_answering,43.33940115440116,43.33940115440116,43.33940115440116,43.33940115440116,43.33940115440116,16.995463458110518,16.995463458110518,5.202778061405657,5.202778061405657,5.202778061405657
speech_recognition,581.5066666666667,581.5066666666667,581.5066666666667,581.5066666666667,581.5066666666667,189.28593406593407,189.28593406593407,22.330990093469147,22.330990093469147,22.330990093469147
