task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,81.64838067992613,9.984900073777903,9.984900073777903
object_detection,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,43.631688755157654,11.904516346088524,11.904516346088524
question_answering,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,43.770292863701954,4.863396307999193,4.863396307999193
speech_recognition,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,580.3600216450216,21.754750624402096,21.754750624402096
