task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,77.93140008140008,77.93140008140008,77.93140008140008,10.024992965485382,10.024992965485382
object_detection,35.925710590579016,35.925710590579016,35.925710590579016,11.511592353804375,11.511592353804375
question_answering,43.39405076405076,43.39405076405076,43.39405076405076,4.69232365599399,4.69232365599399
speech_recognition,580.831746031746,580.831746031746,580.831746031746,21.383895718595156,21.383895718595156
