task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,88.91625866599861,27.563507732132972,27.563507732132972,27.563507732132972
object_detection,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,43.17751585897092,20.297138347120715,20.297138347120715,20.297138347120715
question_answering,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,47.62825785877193,15.932429757473793,15.932429757473793,15.932429757473793
speech_recognition,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,674.0862355825991,188.05130863078233,188.05130863078233,188.05130863078233
