task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,77.83705128205129,77.83705128205129,10.176304863732618,10.176304863732618,10.176304863732618
object_detection,38.57833333333333,38.57833333333333,12.335555207615247,12.335555207615247,12.335555207615247
question_answering,41.92190476190476,41.92190476190476,4.922612386317406,4.922612386317406,4.922612386317406
speech_recognition,568.6583333333334,568.6583333333334,21.370073493530167,21.370073493530167,21.370073493530167
