task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,87.17889049222383,38.316692706802996,38.316692706802996,38.316692706802996,38.316692706802996,13.392290518081513,13.392290518081513,13.392290518081513
object_detection,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,50.142310606060605,35.37336643748408,35.37336643748408,35.37336643748408,35.37336643748408,17.482848428329874,17.482848428329874,17.482848428329874
question_answering,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,45.15890652557319,17.636117768325587,17.636117768325587,17.636117768325587,17.636117768325587,5.457176272397397,5.457176272397397,5.457176272397397
speech_recognition,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,596.7366666666667,200.82813103563103,200.82813103563103,200.82813103563103,200.82813103563103,24.0362644861781,24.0362644861781,24.0362644861781
