task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,g4dn.xlarge-1
image_classification,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,79.76706168393011,9.847611710323573
object_detection,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,41.54342368742368,12.0227934946686
question_answering,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,43.65145948014833,4.697962315922597
speech_recognition,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,583.0961534391533,22.075746082348488
