task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,79.0195948033448,79.0195948033448,79.0195948033448,79.0195948033448,79.0195948033448,79.0195948033448,28.004407463069743,28.004407463069743,28.004407463069743,9.518747254772006
object_detection,38.097762463571286,38.097762463571286,38.097762463571286,38.097762463571286,38.097762463571286,38.097762463571286,21.84099455410294,21.84099455410294,21.84099455410294,11.024937913583985
question_answering,42.239273194126135,42.239273194126135,42.239273194126135,42.239273194126135,42.239273194126135,42.239273194126135,15.679855303645516,15.679855303645516,15.679855303645516,4.312061205048821
speech_recognition,575.9835582010583,575.9835582010583,575.9835582010583,575.9835582010583,575.9835582010583,575.9835582010583,188.11602193083354,188.11602193083354,188.11602193083354,20.74677516312039
