task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,78.13179487179488,27.683619272744657,27.683619272744657,9.865770451063408
object_detection,35.981515151515154,19.644101366119436,19.644101366119436,11.326932577359571
question_answering,42.79711538461538,15.57354691739602,15.57354691739602,4.525548976882564
speech_recognition,569.9160839160838,186.57555409392802,186.57555409392802,21.555255983770273
