task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,76.3724358974359,29.337227292444396,29.337227292444396,29.337227292444396,29.337227292444396,10.055419105404019,10.055419105404019
object_detection,38.21916971916972,22.615879773766476,22.615879773766476,22.615879773766476,22.615879773766476,12.088048825259227,12.088048825259227
question_answering,41.71331168831169,16.365722564791533,16.365722564791533,16.365722564791533,16.365722564791533,4.867165068933727,4.867165068933727
speech_recognition,569.8533333333334,191.4330297250479,191.4330297250479,191.4330297250479,191.4330297250479,21.45040348278058,21.45040348278058
