task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,c5.2xlarge-1
image_classification,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,79.98307308275797,28.29752960888306
object_detection,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,39.132368936326834,19.913904118910654
question_answering,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,44.927677224344585,15.422214240375222
speech_recognition,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,595.5708675213675,186.79090592334495
