task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,79.55445958181254,29.27852541931503,29.27852541931503,9.994976526078487
object_detection,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,40.13268799102132,20.655651184564228,20.655651184564228,11.719405687649555
question_answering,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,43.66041304193265,16.186774840395053,16.186774840395053,4.833572111368165
speech_recognition,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,577.5261992945326,185.39427325653412,185.39427325653412,21.645506251324434
