task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1
image_classification,79.5550933485896,79.5550933485896,79.5550933485896,79.5550933485896,79.5550933485896,79.5550933485896,79.5550933485896,9.744196136875534
object_detection,37.674709950160256,37.674709950160256,37.674709950160256,37.674709950160256,37.674709950160256,37.674709950160256,37.674709950160256,11.378745181457933
question_answering,42.87489829265039,42.87489829265039,42.87489829265039,42.87489829265039,42.87489829265039,42.87489829265039,42.87489829265039,4.669731529069134
speech_recognition,577.6756256441971,577.6756256441971,577.6756256441971,577.6756256441971,577.6756256441971,577.6756256441971,577.6756256441971,21.559959823603396
