task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,83.27776382347811,83.27776382347811,83.27776382347811,83.27776382347811,83.27776382347811,83.27776382347811,83.27776382347811,30.894129661786145,30.894129661786145,30.894129661786145,30.894129661786145,10.8379937102418,10.8379937102418
object_detection,42.25183810898097,42.25183810898097,42.25183810898097,42.25183810898097,42.25183810898097,42.25183810898097,42.25183810898097,25.969724638461848,25.969724638461848,25.969724638461848,25.969724638461848,13.353176874388069,13.353176874388069
question_answering,43.77274582560297,43.77274582560297,43.77274582560297,43.77274582560297,43.77274582560297,43.77274582560297,43.77274582560297,16.465195300460646,16.465195300460646,16.465195300460646,16.465195300460646,5.251878267499467,5.251878267499467
speech_recognition,581.8091836734694,581.8091836734694,581.8091836734694,581.8091836734694,581.8091836734694,581.8091836734694,581.8091836734694,189.8883105742297,189.8883105742297,189.8883105742297,189.8883105742297,21.862781251492873,21.862781251492873
