task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,g4dn.xlarge-1
image_classification,78.09170069714315,78.09170069714315,78.09170069714315,78.09170069714315,78.09170069714315,9.793797728043739
object_detection,35.818458478577405,35.818458478577405,35.818458478577405,35.818458478577405,35.818458478577405,11.51651600369434
question_answering,42.7392137920559,42.7392137920559,42.7392137920559,42.7392137920559,42.7392137920559,4.451569806228102
speech_recognition,576.9557165057165,576.9557165057165,576.9557165057165,576.9557165057165,576.9557165057165,21.42432435757639
