task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,80.39042658730159,80.39042658730159,80.39042658730159,80.39042658730159,80.39042658730159,80.39042658730159,80.39042658730159,80.39042658730159,29.07843441724516,10.256179998611934,10.256179998611934
object_detection,40.787052669552665,40.787052669552665,40.787052669552665,40.787052669552665,40.787052669552665,40.787052669552665,40.787052669552665,40.787052669552665,24.579765512265514,11.855299839939837,11.855299839939837
question_answering,44.66551177988678,44.66551177988678,44.66551177988678,44.66551177988678,44.66551177988678,44.66551177988678,44.66551177988678,44.66551177988678,16.102515111307678,4.612693308795269,4.612693308795269
speech_recognition,578.2261904761905,578.2261904761905,578.2261904761905,578.2261904761905,578.2261904761905,578.2261904761905,578.2261904761905,578.2261904761905,184.52754385964914,21.28729486179472,21.28729486179472
