task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,81.47100340136055,81.47100340136055,81.47100340136055,81.47100340136055,81.47100340136055,81.47100340136055,81.47100340136055,31.65285714285714,11.155249418244093,11.155249418244093,11.155249418244093
object_detection,43.701113498030786,43.701113498030786,43.701113498030786,43.701113498030786,43.701113498030786,43.701113498030786,43.701113498030786,28.9249121989122,13.482034317302697,13.482034317302697,13.482034317302697
question_answering,43.846710273853134,43.846710273853134,43.846710273853134,43.846710273853134,43.846710273853134,43.846710273853134,43.846710273853134,17.485641025641023,5.041654535939648,5.041654535939648,5.041654535939648
speech_recognition,582.0066666666667,582.0066666666667,582.0066666666667,582.0066666666667,582.0066666666667,582.0066666666667,582.0066666666667,191.878021978022,22.176564479336086,22.176564479336086,22.176564479336086
