task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,80.54686926561257,29.879563171325287,29.879563171325287,29.879563171325287,29.879563171325287,9.991727855793979
object_detection,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,42.47401285583104,24.82282352238554,24.82282352238554,24.82282352238554,24.82282352238554,12.608733305124282
question_answering,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,43.371699966699964,16.368640619811654,16.368640619811654,16.368640619811654,16.368640619811654,4.673249811858303
speech_recognition,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,580.3359956709958,194.3077043293394,194.3077043293394,194.3077043293394,194.3077043293394,21.431603423693538
