task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1
image_classification,77.95447464572464,77.95447464572464,77.95447464572464,77.95447464572464,77.95447464572464,77.95447464572464,9.732339919726092
object_detection,37.079766751279905,37.079766751279905,37.079766751279905,37.079766751279905,37.079766751279905,37.079766751279905,11.461609200180536
question_answering,41.931469880022505,41.931469880022505,41.931469880022505,41.931469880022505,41.931469880022505,41.931469880022505,4.587100842214091
speech_recognition,576.593759018759,576.593759018759,576.593759018759,576.593759018759,576.593759018759,576.593759018759,21.261505273866483
