task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.58273837273836,81.58273837273836,81.58273837273836,81.58273837273836,81.58273837273836,29.265490196078428,9.843383066904199,9.843383066904199
object_detection,38.190458874458876,38.190458874458876,38.190458874458876,38.190458874458876,38.190458874458876,23.669813664596273,11.901510130472214,11.901510130472214
question_answering,43.939232323232325,43.939232323232325,43.939232323232325,43.939232323232325,43.939232323232325,15.89667832167832,4.9964212589214805,4.9964212589214805
speech_recognition,577.7405555555555,577.7405555555555,577.7405555555555,577.7405555555555,577.7405555555555,183.91341396970688,20.951297762127577,20.951297762127577
