task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,86.90890622494788,34.71950188700189,34.71950188700189,12.000406978411926,12.000406978411926,12.000406978411926
object_detection,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,51.44607142857143,29.467301587301584,29.467301587301584,15.23313615762757,15.23313615762757,15.23313615762757
question_answering,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,47.24278499278499,16.104164585414587,16.104164585414587,5.407087721938789,5.407087721938789,5.407087721938789
speech_recognition,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,603.7381481481482,190.0914930902431,190.0914930902431,22.881937813261693,22.881937813261693,22.881937813261693
