task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,79.30807058021344,79.30807058021344,79.30807058021344,79.30807058021344,79.30807058021344,79.30807058021344,79.30807058021344,27.839291166606483,27.839291166606483,10.120741740794205
object_detection,38.4083078825936,38.4083078825936,38.4083078825936,38.4083078825936,38.4083078825936,38.4083078825936,38.4083078825936,21.107248808539133,21.107248808539133,11.694068041176342
question_answering,42.706333384169525,42.706333384169525,42.706333384169525,42.706333384169525,42.706333384169525,42.706333384169525,42.706333384169525,15.896082476106443,15.896082476106443,4.608407512771775
speech_recognition,577.309628942486,577.309628942486,577.309628942486,577.309628942486,577.309628942486,577.309628942486,577.309628942486,185.75612261939847,185.75612261939847,21.68274103796727
