task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,80.31610045510045,29.249146729798507,29.249146729798507,29.249146729798507,10.100685046819873
object_detection,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,41.20767932067932,21.963130428711075,21.963130428711075,21.963130428711075,12.388710140843443
question_answering,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,43.687373570873575,16.221466143763358,16.221466143763358,16.221466143763358,4.621669359904921
speech_recognition,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,578.8358730158731,191.23904849739634,191.23904849739634,191.23904849739634,21.698906026744826
