task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1
image_classification,78.52860550912796,78.52860550912796,78.52860550912796,78.52860550912796,78.52860550912796,78.52860550912796,27.50038696513088,9.79743018606133
object_detection,37.2670621045621,37.2670621045621,37.2670621045621,37.2670621045621,37.2670621045621,37.2670621045621,19.568850950843057,11.630791397758586
question_answering,42.58286422183481,42.58286422183481,42.58286422183481,42.58286422183481,42.58286422183481,42.58286422183481,16.71105414746544,4.730102088085035
speech_recognition,575.2550160950161,575.2550160950161,575.2550160950161,575.2550160950161,575.2550160950161,575.2550160950161,188.76914345063537,21.41236926954989
