task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,c5.2xlarge-1
image_classification,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,89.85351398580107,28.023334965320277
object_detection,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,40.938511013810015,18.906730756445544
question_answering,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,48.39894272292608,15.391067390293136
speech_recognition,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,652.7871226488796,184.17223574712904
