task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,81.77954323454324,10.646240086361553,10.646240086361553
object_detection,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,47.78559880290649,13.074232858149344,13.074232858149344
question_answering,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,44.163065353449966,5.030040159821939,5.030040159821939
speech_recognition,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,586.6399084249084,22.08933001289275,22.08933001289275
