task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1
image_classification,77.3466336278101,77.3466336278101,77.3466336278101,77.3466336278101,28.69751562784282,28.69751562784282,28.69751562784282,28.69751562784282,9.90259841243733
object_detection,36.464751984126984,36.464751984126984,36.464751984126984,36.464751984126984,20.877949215054777,20.877949215054777,20.877949215054777,20.877949215054777,11.912488350808209
question_answering,44.05696608946609,44.05696608946609,44.05696608946609,44.05696608946609,15.969795798287734,15.969795798287734,15.969795798287734,15.969795798287734,4.685371572279054
speech_recognition,577.6489880952381,577.6489880952381,577.6489880952381,577.6489880952381,190.6084490219925,190.6084490219925,190.6084490219925,190.6084490219925,21.639804187527975
