task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,g4dn.xlarge-1
image_classification,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,80.21857926261772,27.76390476190476,9.904394244441441
object_detection,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,40.99327350753821,23.960362505008604,11.922131873918882
question_answering,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,43.788582016274326,15.709665934709415,4.66218112261645
speech_recognition,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,581.4013675213675,183.95613175230568,21.832234571549154
